Id,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,topic
614b3d356b8ee4b71c58ab7d,-0.1832642995901418,-0.2430589325177332,-0.3409744217935101,0.0644060461619335,-0.0091950145275757,0.0433133353940538,0.1613011596247298,0.0732349711440334,0.0924803429923678,-0.3188437430696109,5
614b3d436b8ee4b71c58ab7f,0.4263540849599176,0.2886821185616653,-0.2354543967656669,0.1373006662165306,-0.3324830780230363,0.0426433677957248,0.5534429800832903,-0.084734392651635,-0.4901956243034185,0.1359404449837649,3
614b3da26b8ee4b71c58ab86,0.5956260574167825,0.264285781685772,0.0952398537334018,0.6054869804192191,-0.3747342497425379,0.1378776414468132,-0.3482862092552731,-0.0284860496843887,-0.1181896100087245,-0.2094077060158403,5
614b3da86b8ee4b71c58ab87,0.5956260574167825,0.264285781685772,0.0952398537334018,0.6054869804192191,-0.3747342497425379,0.1378776414468132,-0.3482862092552731,-0.0284860496843887,-0.1181896100087245,-0.2094077060158403,5
614b3dbf6b8ee4b71c58ab88,0.5956260574167825,0.264285781685772,0.0952398537334018,0.6054869804192191,-0.3747342497425379,0.1378776414468132,-0.3482862092552731,-0.0284860496843887,-0.1181896100087245,-0.2094077060158403,5
614b3e546b8ee4b71c58ab96,-0.1247531544587083,-0.2442403785173047,-0.3466399879699578,0.1120839392066438,0.0137252682111328,0.1040230379876412,0.0305104957971523,-0.5172278058784442,0.5383728140304467,-0.0320467476305423,7
614b3e6a6b8ee4b71c58ab97,-0.1247531544587083,-0.2442403785173047,-0.3466399879699578,0.1120839392066438,0.0137252682111328,0.1040230379876412,0.0305104957971523,-0.5172278058784442,0.5383728140304467,-0.0320467476305423,7
614b3e716b8ee4b71c58ab98,0.1778300004480016,-0.5264182741915275,-0.2567429618602506,-0.4062300884702471,0.099121956041182,-0.5470998823947111,-0.1093480807355601,0.0985310709590274,0.0509393281824673,-0.0336989811997742,6
614b3e916b8ee4b71c58ab99,-0.1247531544587083,-0.2442403785173047,-0.3466399879699578,0.1120839392066438,0.0137252682111328,0.1040230379876412,0.0305104957971523,-0.5172278058784442,0.5383728140304467,-0.0320467476305423,7
614b3ec46b8ee4b71c58ab9a,-0.1247531544587083,-0.2442403785173047,-0.3466399879699578,0.1120839392066438,0.0137252682111328,0.1040230379876412,0.0305104957971523,-0.5172278058784442,0.5383728140304467,-0.0320467476305423,7
614b3f006b8ee4b71c58ab9b,-0.1247531544587083,-0.2442403785173047,-0.3466399879699578,0.1120839392066438,0.0137252682111328,0.1040230379876412,0.0305104957971523,-0.5172278058784442,0.5383728140304467,-0.0320467476305423,7
614b3f0d6b8ee4b71c58ab9c,-0.1247531544587083,-0.2442403785173047,-0.3466399879699578,0.1120839392066438,0.0137252682111328,0.1040230379876412,0.0305104957971523,-0.5172278058784442,0.5383728140304467,-0.0320467476305423,7
614b3f956b8ee4b71c58aba7,0.1897265927656694,-0.5424509400461313,-0.2514219431592316,-0.3998597286178822,0.1092212403809752,-0.5426989256382703,-0.1189036838888351,0.1434779982236973,0.0615955740278302,-0.0407748741532841,6
614b3f9c6b8ee4b71c58aba8,0.1897265927656694,-0.5424509400461313,-0.2514219431592316,-0.3998597286178822,0.1092212403809752,-0.5426989256382703,-0.1189036838888351,0.1434779982236973,0.0615955740278302,-0.0407748741532841,6
614b3fae6b8ee4b71c58abaa,0.4830624774644129,-0.2915823676710543,0.3781424900822146,-0.6418634559384047,0.5958898895447557,-0.0108538895294107,-0.0671318687976413,0.6199909894223938,-0.0513400609446154,0.0291226933588919,6
614b3fb56b8ee4b71c58abab,0.4830624774644129,-0.2915823676710543,0.3781424900822146,-0.6418634559384047,0.5958898895447557,-0.0108538895294107,-0.0671318687976413,0.6199909894223938,-0.0513400609446154,0.0291226933588919,6
614b406b6b8ee4b71c58abb9,-0.2422671267161483,-0.3053637110317828,0.630995980183871,0.8664924715038721,-0.0701221833737801,-0.3365339141138926,-0.460997564888533,-0.1080685028720849,0.1189428959131863,0.1000728115762308,0
614b40716b8ee4b71c58abba,-0.2422671267161483,-0.3053637110317828,0.630995980183871,0.8664924715038721,-0.0701221833737801,-0.3365339141138926,-0.460997564888533,-0.1080685028720849,0.1189428959131863,0.1000728115762308,0
614b40836b8ee4b71c58abbc,-0.1228594418891268,-0.3610751834219813,-0.2150178789590837,0.0815041382460322,0.0335137714274449,0.2381160231552147,-0.0414681679469244,0.4774164241721323,0.2824652029464317,-0.5270894321297962,4
614b408a6b8ee4b71c58abbd,-0.1228594418891268,-0.3610751834219813,-0.2150178789590837,0.0815041382460322,0.0335137714274449,0.2381160231552147,-0.0414681679469244,0.4774164241721323,0.2824652029464317,-0.5270894321297962,4
614b40906b8ee4b71c58abbe,-0.1228594418891268,-0.3610751834219813,-0.2150178789590837,0.0815041382460322,0.0335137714274449,0.2381160231552147,-0.0414681679469244,0.4774164241721323,0.2824652029464317,-0.5270894321297962,4
614b40966b8ee4b71c58abbf,-0.1228594418891268,-0.3610751834219813,-0.2150178789590837,0.0815041382460322,0.0335137714274449,0.2381160231552147,-0.0414681679469244,0.4774164241721323,0.2824652029464317,-0.5270894321297962,4
614b40ca6b8ee4b71c58abc1,-0.1561998542338109,-0.1693688620994784,-0.1396187047697594,-0.0720061985173917,-0.0008544226367314,0.016945932015115,-0.0730684665157908,0.154584764200343,0.2803733950991876,-0.5839078449581958,4
614b40df6b8ee4b71c58abc2,-0.1561998542338109,-0.1693688620994784,-0.1396187047697594,-0.0720061985173917,-0.0008544226367314,0.016945932015115,-0.0730684665157908,0.154584764200343,0.2803733950991876,-0.5839078449581958,4
614b40f16b8ee4b71c58abc3,-0.1561998542338109,-0.1693688620994784,-0.1396187047697594,-0.0720061985173917,-0.0008544226367314,0.016945932015115,-0.0730684665157908,0.154584764200343,0.2803733950991876,-0.5839078449581958,4
614b41016b8ee4b71c58abc4,-0.1561998542338109,-0.1693688620994784,-0.1396187047697594,-0.0720061985173917,-0.0008544226367314,0.016945932015115,-0.0730684665157908,0.154584764200343,0.2803733950991876,-0.5839078449581958,4
614b41176b8ee4b71c58abc5,-0.1561998542338109,-0.1693688620994784,-0.1396187047697594,-0.0720061985173917,-0.0008544226367314,0.016945932015115,-0.0730684665157908,0.154584764200343,0.2803733950991876,-0.5839078449581958,4
614b414d6b8ee4b71c58abc9,0.5826164740384373,-0.5690056742746485,0.1089665062544824,-0.3458133056094343,-0.0701520337251761,-0.3358604260660559,-0.2203322114734781,0.546103254081248,0.0779334315059087,-0.2357800867437762,6
614b41546b8ee4b71c58abca,0.5826164740384373,-0.5690056742746485,0.1089665062544824,-0.3458133056094343,-0.0701520337251761,-0.3358604260660559,-0.2203322114734781,0.546103254081248,0.0779334315059087,-0.2357800867437762,6
614b41816b8ee4b71c58abcc,-0.0319329241049911,-0.2295865500468057,-0.3436213609860301,0.2532905348644297,0.0887501175981761,0.1664074533623107,0.0328203472913746,-0.2592854433758214,0.768649736207138,-0.1012778665316019,7
614b41b76b8ee4b71c58abcd,-0.0319329241049911,-0.2295865500468057,-0.3436213609860301,0.2532905348644297,0.0887501175981761,0.1664074533623107,0.0328203472913746,-0.2592854433758214,0.768649736207138,-0.1012778665316019,7
614b41dd6b8ee4b71c58abce,-0.0319329241049911,-0.2295865500468057,-0.3436213609860301,0.2532905348644297,0.0887501175981761,0.1664074533623107,0.0328203472913746,-0.2592854433758214,0.768649736207138,-0.1012778665316019,7
614b43126b8ee4b71c58abe6,-0.2283691335445231,0.4027020476622811,-0.0703947085633202,0.2041565938593244,-0.1068379697755042,0.1165233489321085,0.3834308472942443,0.5361459097629195,0.321498452060824,-0.9833126327470476,5
614b43196b8ee4b71c58abe7,-0.2283691335445231,0.4027020476622811,-0.0703947085633202,0.2041565938593244,-0.1068379697755042,0.1165233489321085,0.3834308472942443,0.5361459097629195,0.321498452060824,-0.9833126327470476,5
614b43206b8ee4b71c58abe8,-0.2283691335445231,0.4027020476622811,-0.0703947085633202,0.2041565938593244,-0.1068379697755042,0.1165233489321085,0.3834308472942443,0.5361459097629195,0.321498452060824,-0.9833126327470476,5
614b43426b8ee4b71c58abec,-0.5346534320355875,-0.5395227591030336,0.3511752371865578,0.1527432774789527,-0.2452932510454826,-0.2409913752157599,0.2506566826221751,-0.1458941017906073,0.0648292105494418,0.0354109682620037,0
614b43496b8ee4b71c58abed,-0.5346534320355875,-0.5395227591030336,0.3511752371865578,0.1527432774789527,-0.2452932510454826,-0.2409913752157599,0.2506566826221751,-0.1458941017906073,0.0648292105494418,0.0354109682620037,0
614b43516b8ee4b71c58abee,-0.5346534320355875,-0.5395227591030336,0.3511752371865578,0.1527432774789527,-0.2452932510454826,-0.2409913752157599,0.2506566826221751,-0.1458941017906073,0.0648292105494418,0.0354109682620037,0
614b43906b8ee4b71c58abf2,-0.5347166083288688,-0.6235760979338737,0.4587354909512819,0.2598284388829501,-0.219441898776686,-0.1095325054299961,0.3028114919564566,0.2212340998070962,0.1579619999402624,0.1643334131285926,0
614b43976b8ee4b71c58abf3,-0.5347166083288688,-0.6235760979338737,0.4587354909512819,0.2598284388829501,-0.219441898776686,-0.1095325054299961,0.3028114919564566,0.2212340998070962,0.1579619999402624,0.1643334131285926,0
614b449f6b8ee4b71c58ac01,0.2744328878872122,-0.2810422382283981,0.2499178695323551,-0.6288132948200733,0.83405161035995,-0.3077398393366658,-0.0679362124131514,0.1678714142409279,0.0202664194773615,0.0294622659306269,6
614b453e6b8ee4b71c58ac10,-0.0287338032342413,0.0550044056992906,0.3246967688306901,0.0532942399025875,-0.3426125394062714,0.4082742920287742,-0.0717175758884993,0.987917547825388,0.1825373436136592,-1.029597857737186,4
614b45466b8ee4b71c58ac11,-0.0287338032342413,0.0550044056992906,0.3246967688306901,0.0532942399025875,-0.3426125394062714,0.4082742920287742,-0.0717175758884993,0.987917547825388,0.1825373436136592,-1.029597857737186,4
614b45816b8ee4b71c58ac16,-0.2464380471255554,-0.4138085741819532,-0.4004309704855459,-0.0820108187141919,-0.025646147705616,0.3205430708740429,0.1249833961427027,0.2252426275130729,0.1895082331684245,0.4190450507480618,1
614b459e6b8ee4b71c58ac17,-0.2464380471255554,-0.4138085741819532,-0.4004309704855459,-0.0820108187141919,-0.025646147705616,0.3205430708740429,0.1249833961427027,0.2252426275130729,0.1895082331684245,0.4190450507480618,1
614b45d36b8ee4b71c58ac18,-0.2464380471255554,-0.4138085741819532,-0.4004309704855459,-0.0820108187141919,-0.025646147705616,0.3205430708740429,0.1249833961427027,0.2252426275130729,0.1895082331684245,0.4190450507480618,1
614b45e86b8ee4b71c58ac19,-0.2464380471255554,-0.4138085741819532,-0.4004309704855459,-0.0820108187141919,-0.025646147705616,0.3205430708740429,0.1249833961427027,0.2252426275130729,0.1895082331684245,0.4190450507480618,1
614b46046b8ee4b71c58ac1b,0.7403948116966619,0.2880739945370294,0.8497474616761533,-0.7834968953367687,0.1512122274683934,-0.1311731847328667,-0.0310859667056112,-0.0160183675744267,-0.2275064502519894,-0.3001914934484037,6
614b46126b8ee4b71c58ac1c,0.7403948116966619,0.2880739945370294,0.8497474616761533,-0.7834968953367687,0.1512122274683934,-0.1311731847328667,-0.0310859667056112,-0.0160183675744267,-0.2275064502519894,-0.3001914934484037,6
